Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
330455705270142;1;0;560575;560575;0;1;6;25;48;52;21;13;6;3;44;
330455705270143;1;0;830708;830708;0;1;4;16;58;80;40;38;21;4;9;
330455705270144;1;0;643055;643055;0;0;2;10;32;42;28;22;12;4;2;
330455705270145;1;0;672405;672405;0;0;2;11;24;50;22;30;12;8;2;
330455705270146;1;0;951102;951102;0;1;6;16;60;103;52;42;21;2;19;
330455705270147;1;0;671723;671723;0;0;4;25;65;87;33;30;6;0;2;
330455705270148;1;0;422070;422070;0;0;3;24;81;62;15;10;0;1;2;
330455705270149;1;1;586758;586158;600;1;8;21;92;85;28;17;7;2;2;
330455705270150;1;0;580195;580195;0;2;7;40;83;62;22;15;4;6;5;
330455705270151;1;0;472412;472412;0;1;11;44;104;93;20;8;2;0;9;
330455705270152;1;0;302646;302646;0;0;3;24;41;65;14;3;3;0;3;
330455705270153;1;0;302923;302923;0;5;22;65;91;40;8;4;1;0;7;
330455705270154;1;0;575248;575248;0;1;7;30;82;94;33;16;9;0;4;
330455705270155;1;0;419178;419178;0;2;5;14;27;39;14;12;5;2;12;
330455705270156;1;0;552983;552983;0;5;13;44;90;76;25;20;7;2;61;
330455705270157;1;0;348085;348085;0;1;4;35;65;58;15;6;5;0;59;
330455705270158;1;0;583226;583226;0;2;12;53;119;96;25;16;6;1;6;
330455705270159;1;0;612095;612095;0;2;5;24;54;79;35;21;12;3;3;
330455705270160;1;0;645310;645310;0;0;3;18;75;114;28;27;8;2;2;
330455705270161;1;0;520788;520788;0;1;5;28;80;93;23;11;6;0;4;
330455705270162;1;0;523421;523421;0;1;2;31;54;82;25;21;9;1;5;
330455705270163;1;0;575561;575561;0;1;3;29;94;93;36;19;3;1;12;
330455705270164;1;0;512304;512304;0;2;11;36;83;83;30;8;3;1;1;
330455705270165;1;0;511919;511919;0;2;11;45;82;68;27;23;3;1;6;
330455705270166;1;0;160724;160724;0;0;2;27;40;30;5;1;1;0;2;
330455705270167;1;0;427817;427817;0;0;10;27;62;89;22;12;2;0;6;
330455705270168;1;0;423035;423035;0;1;9;27;71;78;25;5;4;0;9;
330455705270169;1;0;836361;836361;0;1;6;28;119;128;47;23;14;0;11;
330455705270170;1;0;251170;251170;0;0;1;35;57;40;15;6;0;0;46;
330455705270171;1;0;390957;390957;0;2;2;32;77;69;13;5;7;0;3;
330455705270172;1;0;493974;493974;0;0;8;27;87;75;28;14;2;2;5;
330455705270173;1;0;231684;231684;0;1;17;32;38;41;13;8;1;0;43;
330455705270174;1;0;289350;289350;0;2;6;38;52;44;9;5;3;2;45;
330455705270175;1;0;185535;185535;0;1;6;18;36;29;9;6;1;0;39;
330455705270176;1;0;572634;572634;0;0;6;59;193;181;13;5;1;0;7;
330455705270177;1;0;556747;556747;0;1;28;43;110;89;29;13;1;1;36;
330455705270178;1;0;259612;259612;0;1;13;34;64;44;6;7;1;0;11;
330455705270179;1;0;188919;188919;0;1;15;47;75;32;6;0;0;0;22;
330455705270180;1;2;586275;585465;810;2;18;65;109;71;21;10;8;8;5;
330455705270181;1;0;175285;175285;0;0;12;21;32;25;8;4;1;0;78;
330455705270182;1;0;296913;296913;0;0;2;5;38;43;12;7;8;2;7;
330455705270183;1;0;319082;319082;0;1;14;32;59;58;12;13;0;0;27;
330455705270184;1;0;373852;373852;0;2;4;36;64;71;19;11;1;2;50;
330455705270185;1;0;169839;169839;0;3;12;35;56;27;9;1;0;0;37;
330455705270186;1;0;211780;211780;0;2;14;42;52;35;4;5;0;0;59;
330455705270187;1;0;279283;279283;0;3;12;51;98;43;9;4;1;0;4;
330455705270188;1;0;510601;510601;0;3;13;28;112;110;16;9;3;1;5;
330455705270189;1;0;506848;506848;0;3;2;24;95;84;24;11;6;2;12;
330455705270190;1;0;520635;520635;0;1;8;31;73;74;27;24;4;0;20;
330455705270191;1;1;556378;554178;2200;1;7;30;65;93;32;21;6;6;2;
330455705270192;1;0;449238;449238;0;4;12;33;78;79;25;11;8;3;5;
330455705270193;1;0;465463;465463;0;2;6;24;48;56;32;14;7;3;7;
330455705270194;1;0;410891;410891;0;2;12;29;76;70;16;8;7;2;12;
330455705270195;1;0;356533;356533;0;2;7;13;68;58;25;10;1;0;5;
330455705270196;1;0;361781;361781;0;0;2;21;59;51;20;16;1;0;6;
330455705270197;1;0;480854;480854;0;0;3;20;68;91;25;16;4;0;5;
330455705270198;1;0;459716;459716;0;1;9;35;86;67;17;16;4;2;25;
330455705270199;1;0;739882;739882;0;2;16;58;78;63;19;7;15;8;48;
330455705270200;1;0;295577;295577;0;0;13;36;81;40;9;4;6;1;22;
330455705270201;1;0;377980;377980;0;1;17;58;73;55;17;8;3;1;25;
330455705270202;1;0;551524;551524;0;2;14;53;107;74;19;16;5;4;55;
330455705270203;1;0;355561;355561;0;4;12;57;74;48;18;8;2;0;57;
330455705270204;1;0;558147;558147;0;1;3;23;58;78;21;23;11;4;2;
330455705270205;1;0;486698;486698;0;0;6;20;53;69;24;14;11;3;8;
330455705270206;1;0;464916;464916;0;0;2;22;53;76;24;15;8;4;8;
330455705270207;1;0;339310;339310;0;0;1;15;57;70;22;11;6;0;11;
330455705270208;1;0;376949;376949;0;1;1;28;54;47;25;12;5;2;54;
330455705270209;1;0;572828;572828;0;0;3;26;48;75;33;18;9;4;12;
330455705270210;1;0;407372;407372;0;6;7;32;62;60;9;15;4;2;29;
330455705270211;1;0;584436;584436;0;4;9;30;82;93;31;19;10;1;10;
330455705270212;1;0;275829;275829;0;0;6;18;59;38;16;5;2;2;6;
330455705270213;1;0;131756;131756;0;0;2;1;11;19;10;6;1;0;0;
330455705270214;1;0;524344;524344;0;3;22;69;113;70;18;8;6;3;18;
330455705270215;1;0;241867;241867;0;0;13;49;62;40;11;2;0;0;10;
330455705270216;1;0;102643;102643;0;0;13;43;30;13;2;1;0;0;11;
330455705270217;1;0;56854;56854;0;2;8;12;15;3;0;0;1;1;4;
330455705270218;1;0;103295;103295;0;0;1;9;16;8;5;3;2;1;0;
330455705270219;1;0;85299;85299;0;2;9;12;18;7;0;0;2;2;9;
330455705270220;1;0;35802;35802;0;5;11;18;10;2;1;1;0;0;28;
330455705270221;1;0;45515;45515;0;0;3;9;15;8;1;0;0;0;5;
330455705270222;1;0;55260;55260;0;0;2;6;13;8;0;1;0;1;6;
330455705270223;1;0;82431;82431;0;2;7;21;29;11;1;1;1;0;1;
330455705270224;1;1;144754;144104;650;3;30;50;57;19;2;0;0;0;17;
330455705270225;1;0;563311;563311;0;2;17;152;225;87;11;3;0;0;28;
330455705270226;1;0;76538;76538;0;1;5;9;9;14;5;0;0;1;4;
330455705270227;1;0;365018;365018;0;1;10;42;73;56;15;8;5;0;7;
330455705270228;1;0;331677;331677;0;0;3;22;37;49;17;6;5;1;3;
330455705270229;1;0;450827;450827;0;0;0;22;138;148;8;1;0;0;2;
330455705270230;1;0;336146;336146;0;1;5;30;78;59;14;3;5;0;4;
330455705270231;1;0;208896;208896;0;0;3;17;49;50;9;3;0;1;7;
330455705270232;1;0;69530;69530;0;1;3;25;21;5;0;0;1;0;3;
330455705270233;1;0;52267;52267;0;0;3;9;18;6;3;0;0;0;4;
330455705280001;1;3;1689497;1686257;3240;0;0;13;28;54;44;63;77;38;13;
330455705280002;1;0;225053;225053;0;2;12;42;46;36;4;1;0;2;9;
330455705280003;1;0;140914;140914;0;4;13;21;18;9;2;1;2;4;26;
330455705280004;1;0;126608;126608;0;4;10;39;50;14;3;0;0;0;4;
330455705280005;1;0;225111;225111;0;1;12;26;68;21;0;2;3;1;20;
330455705280006;1;0;146511;146511;0;1;9;16;35;17;3;1;3;1;4;
330455705280007;1;0;176600;176600;0;0;1;7;48;43;8;2;0;0;0;
330455705280008;1;0;259752;259752;0;2;9;40;112;36;5;1;0;0;2;
330455705280009;1;0;270506;270506;0;0;3;43;135;32;9;0;0;0;0;
330455705280010;1;0;766809;766809;0;0;3;4;15;28;12;24;28;20;14;
330455705280011;1;0;73994;73994;0;0;0;9;19;9;0;0;1;0;3;
330455705280012;1;0;648719;648719;0;1;1;12;34;27;8;7;11;16;12;
330455705280013;1;0;218545;218545;0;0;2;12;36;29;10;2;3;2;1;
330455705280014;1;0;86932;86932;0;0;3;9;19;17;2;2;0;0;0;
330455705280015;1;0;377475;377475;0;0;8;46;82;85;12;9;3;0;3;
330455705280016;1;0;1374182;1374182;0;0;0;8;35;53;44;76;43;21;7;
330455705280017;1;0;367167;367167;0;1;6;29;80;59;21;13;1;1;7;
330455705280018;1;0;139469;139469;0;1;1;7;20;21;6;5;1;0;3;
330455705280019;1;0;314997;314997;0;0;5;34;86;95;8;5;0;0;21;
330455705280020;1;0;350283;350283;0;3;17;65;123;68;7;4;1;0;13;
330455705280021;1;0;520171;520171;0;0;13;60;202;130;3;1;0;0;12;
330455705280022;1;0;553691;553691;0;0;1;37;166;125;15;0;0;0;3;
330455705280023;1;0;800383;800383;0;0;2;18;70;120;45;16;16;4;12;
330455705280024;1;0;526950;526950;0;0;3;19;70;88;22;16;7;1;9;
330455705280025;1;0;602228;602228;0;0;0;10;50;125;73;38;11;4;3;
330455705280026;1;0;429265;429265;0;0;1;5;23;43;24;21;9;3;2;
330455705280027;1;0;58988;58988;0;0;2;7;33;7;2;0;0;0;0;
330455705280028;1;0;244841;244841;0;0;0;18;46;52;13;4;1;0;1;
330455705280029;1;0;636769;636769;0;2;4;11;37;66;28;27;17;7;4;
330455705280030;1;0;927743;927743;0;0;2;17;59;121;39;49;24;3;2;
330455705280031;1;0;445774;445774;0;0;1;13;43;59;25;19;12;2;16;
330455705280032;1;0;939153;939153;0;0;2;27;104;115;48;33;25;7;8;
330455705280033;1;0;252860;252860;0;0;0;4;21;13;7;2;6;4;0;
330455705280034;1;0;196719;196719;0;0;0;2;15;18;12;11;7;0;1;
330455705280035;1;0;1345697;1345697;0;1;2;25;74;100;54;55;43;21;10;
330455705280036;1;0;379862;379862;0;0;0;6;36;65;33;27;16;2;2;
330455705280037;1;0;1170970;1170970;0;0;1;7;36;105;111;90;34;8;5;
330455705280038;1;0;582330;582330;0;0;0;2;6;11;11;26;20;11;4;
330455705280039;1;0;771719;771719;0;0;2;10;27;48;53;46;32;9;22;
330455705280040;1;0;686922;686922;0;0;0;2;9;18;19;37;25;15;8;
330455705280041;1;0;805190;805190;0;0;1;0;3;13;21;19;26;20;3;
330455705280042;1;0;859130;859130;0;0;0;1;28;37;27;36;38;14;2;
330455705280043;1;0;561802;561802;0;0;2;3;7;12;7;18;23;13;9;
330455705280044;1;0;20220;20220;0;0;2;1;2;4;0;1;0;0;1;
330455705280045;1;0;626435;626435;0;0;1;2;19;41;22;25;26;6;1;
330455705280046;1;0;138441;138441;0;0;0;4;11;4;3;6;2;3;7;
330455705280047;1;0;497206;497206;0;0;0;4;15;40;22;33;19;9;3;
330455705280048;1;1;772966;772266;700;0;2;12;33;73;41;43;35;13;10;
330455705280049;1;2;354465;352965;1500;0;0;6;10;25;12;16;18;3;2;
330455705280050;1;0;628807;628807;0;0;0;1;17;59;28;26;22;8;7;
330455705280051;1;0;372870;372870;0;0;2;11;40;50;24;17;7;3;0;
330455705280052;1;0;20095;20095;0;0;1;6;4;4;0;0;0;0;0;
330455705280053;1;0;48251;48251;0;0;1;3;16;7;1;1;0;1;7;
330455705280054;1;0;447398;447398;0;0;0;1;13;22;9;16;16;13;16;
330455705280055;1;0;398601;398601;0;0;1;2;7;16;6;9;18;9;2;
330455705280056;1;0;944326;944326;0;1;0;7;29;51;28;41;39;26;12;
330455705280057;1;0;381530;381530;0;0;0;0;5;11;14;11;23;8;14;
330455705280058;1;0;332370;332370;0;0;0;0;4;2;4;6;6;10;7;
330455705280059;1;0;1753490;1753490;0;0;0;2;14;61;65;66;95;37;0;
330455705280060;1;0;155260;155260;0;0;1;7;23;29;9;3;3;0;1;
330455705280061;1;0;356712;356712;0;1;6;5;18;37;25;18;10;4;3;
330455705280062;1;0;153863;153863;0;0;0;0;5;7;5;4;4;2;1;
330455705280063;1;0;930718;930718;0;0;1;14;40;60;42;36;27;13;2;
330455705280064;1;0;574460;574460;0;0;0;0;2;11;20;21;18;8;1;
330455705280065;1;0;418361;418361;0;0;3;20;164;50;12;7;6;2;2;
330455705280066;1;0;414785;414785;0;0;3;5;25;32;11;9;12;6;1;
330455705280067;1;0;591248;591248;0;0;2;3;34;88;25;29;22;4;2;
330455705280068;1;1;1152880;1151580;1300;0;2;24;60;119;61;44;27;18;3;
330455705280069;1;0;980360;980360;0;0;1;16;57;103;66;45;29;8;1;
330455705280070;1;0;681098;681098;0;1;1;9;38;57;30;25;17;7;2;
330455705280071;1;0;182510;182510;0;0;0;0;6;17;10;9;7;2;9;
330455705280072;1;0;460003;460003;0;0;2;7;28;50;44;34;10;4;3;
330455705280073;1;0;764403;764403;0;0;0;4;20;37;27;43;51;22;6;
330455705280074;1;0;453269;453269;0;0;0;2;18;35;24;29;24;1;4;
330455705280075;1;0;600368;600368;0;0;0;2;29;68;36;30;20;4;1;
330455705280076;1;0;414848;414848;0;0;0;5;10;17;10;9;7;9;2;
330455705280077;1;19;503140;491406;11734;3;3;6;22;35;28;27;26;7;2;
330455705280078;1;0;613751;613751;0;0;2;5;31;64;59;55;30;5;22;
330455705280079;1;0;140008;140008;0;0;1;2;7;7;5;4;10;0;1;
330455705280080;1;0;566269;566269;0;0;3;13;45;64;45;40;25;3;26;
330455705280081;1;0;1744120;1744120;0;0;0;13;33;63;48;78;82;21;7;
330455705280082;1;0;549969;549969;0;1;6;33;69;69;28;15;2;6;11;
330455705280083;1;0;123392;123392;0;0;2;9;23;10;5;2;2;2;2;
330455705280084;1;0;20622;20622;0;0;1;5;3;7;0;0;0;0;1;
330455705280085;1;0;128054;128054;0;0;1;5;34;30;7;0;1;0;6;
330455705280086;1;0;20570;20570;0;0;0;2;4;2;1;1;0;0;0;
330455705280087;1;0;468567;468567;0;0;9;45;124;80;11;8;5;1;8;
330455705280088;1;0;7220;7220;0;0;0;1;2;3;1;0;0;0;0;
330455705280089;1;0;146077;146077;0;1;7;22;34;22;2;4;1;0;0;
330455705280090;1;0;61664;61664;0;0;2;9;17;9;1;0;0;0;3;
330455705280091;2;0;42640;42640;0;0;0;0;6;2;2;2;1;0;2;
330455705280092;1;0;9660;9660;0;0;0;2;1;2;0;0;0;0;0;
330455705280093;1;0;516699;516699;0;0;0;2;47;63;56;34;15;1;3;
330455705280094;1;0;111291;111291;0;2;7;15;37;19;2;0;0;0;0;
330455705280095;1;0;53794;53794;0;0;1;2;13;9;1;1;0;0;1;
330455705290001;1;1;4227511;4226511;1000;0;1;0;7;14;13;28;75;104;9;
330455705290002;1;0;3097040;3097040;0;0;0;3;1;4;6;7;41;88;26;
330455705290003;1;0;2700605;2700605;0;0;7;36;97;130;75;72;56;22;15;
330455705290004;1;0;786888;786888;0;0;0;19;64;66;29;23;29;11;5;
330455705290005;1;0;451696;451696;0;0;4;13;82;102;39;10;6;1;23;
330455705290006;1;0;295757;295757;0;1;6;21;59;63;18;8;2;0;5;
330455705290007;1;0;572878;572878;0;1;14;52;130;141;26;8;0;0;4;
330455705290008;1;0;2060505;2060505;0;1;2;18;35;50;30;44;54;45;10;
330455705290009;1;1;321318;318218;3100;1;7;16;52;50;11;8;5;3;0;
330455705290010;1;0;520509;520509;0;4;12;59;97;108;32;12;5;0;28;
330455705290011;1;0;1435440;1435440;0;1;15;65;172;124;19;28;45;19;11;
330455705290012;1;0;803162;803162;0;2;4;31;90;111;39;20;11;2;3;
330455705290013;1;0;275400;275400;0;1;13;46;67;36;4;1;4;2;9;
330455705290014;1;0;815274;815274;0;4;28;136;248;186;22;8;6;2;23;
330455705290015;1;0;514937;514937;0;1;13;64;96;77;11;9;3;7;4;
330455705290016;1;1;415698;415298;400;2;22;90;143;71;9;2;2;1;14;
330455705290017;1;0;397819;397819;0;3;8;42;92;86;11;3;4;4;5;
330455705290018;1;0;278949;278949;0;0;13;47;104;28;1;3;4;1;3;
330455705290022;1;0;1511629;1511629;0;0;2;3;31;111;75;82;53;11;2;
330455705290023;1;0;1282430;1282430;0;0;0;4;26;94;77;68;41;12;3;
330455705290024;1;0;1406873;1406873;0;0;0;3;14;77;69;84;54;13;1;
330455705290025;1;0;1436708;1436708;0;0;0;3;29;77;76;91;63;14;15;
330455705290026;1;0;566405;566405;0;0;1;0;20;44;25;24;21;9;5;
330455705290027;1;0;3726469;3726469;0;1;1;14;42;41;17;38;70;87;2;
330455705290028;1;0;131152;131152;0;0;1;15;25;32;7;2;2;0;4;
330455705290029;1;1;224717;224117;600;0;4;24;57;47;14;4;2;0;3;
330455705290030;1;0;402322;402322;0;0;11;43;84;67;18;10;2;0;4;
330455705290031;1;0;1031315;1031315;0;0;1;53;274;203;27;7;5;2;0;
330455705290032;1;1;5556851;5555551;1300;0;2;11;34;44;26;37;92;129;13;
330455705290033;1;0;1521297;1521297;0;2;1;7;16;43;35;38;34;29;6;
330455705290034;1;0;1781835;1781835;0;0;0;4;10;32;27;44;70;43;12;
330455705290035;1;0;1386829;1386829;0;0;0;13;21;25;27;38;37;27;19;
330455705290036;1;0;1739881;1739881;0;0;0;4;25;33;16;24;77;42;22;
330455705290037;1;0;692760;692760;0;0;1;0;3;5;11;19;33;27;3;
330455705290038;1;0;3071368;3071368;0;0;0;3;12;30;12;33;56;86;16;
330455705290039;1;0;1706156;1706156;0;0;0;1;8;13;11;27;54;58;8;
330455705290040;1;0;2177616;2177616;0;0;0;1;15;24;15;39;106;56;12;
330455705290041;1;0;2334210;2334210;0;1;0;4;12;27;9;37;64;72;16;
330455705290042;1;0;2264079;2264079;0;0;1;2;13;32;16;30;68;48;14;
330455705290043;1;0;1086238;1086238;0;0;0;0;0;5;9;17;40;33;1;
330455705290044;1;0;3652472;3652472;0;1;0;5;10;18;17;36;79;104;7;
330455705290045;1;0;3450966;3450966;0;1;0;1;9;20;16;39;105;92;18;
330455705290046;1;0;3483436;3483436;0;4;0;2;19;28;16;39;95;112;3;
330455705290047;1;0;2065635;2065635;0;0;0;1;16;24;18;26;56;54;6;
330455705290048;1;0;4045489;4045489;0;0;1;3;13;33;16;48;121;126;16;
330455705290049;1;0;2670129;2670129;0;0;1;2;12;24;10;31;73;72;20;
330455705290050;1;0;5378698;5378698;0;13;0;4;30;36;17;50;129;154;4;
330455705290051;1;0;5321428;5321428;0;0;1;6;26;49;18;60;135;163;17;
330455705290052;1;0;2985938;2985938;0;0;0;1;11;31;9;25;82;84;12;
330455705290053;1;0;3926416;3926416;0;1;0;0;15;35;19;41;101;141;4;
330455705290054;1;0;2971353;2971353;0;0;0;2;11;17;14;31;79;74;3;
330455705290055;1;0;2966018;2966018;0;0;0;3;12;15;16;31;74;84;1;
330455705290056;1;0;3864565;3864565;0;0;0;4;11;34;15;26;56;113;19;
330455705290057;1;0;2881002;2881002;0;0;1;1;19;26;15;32;83;77;0;
330455705290058;1;0;5077820;5077820;0;0;0;3;14;33;20;49;106;149;2;
330455705290059;1;0;3672667;3672667;0;0;2;13;99;183;121;155;119;64;12;
330455705290060;1;0;65370;65370;0;0;2;4;10;16;4;2;1;0;2;
330455705290061;1;0;3307454;3307454;0;0;0;3;4;23;17;53;101;111;40;
330455705290062;1;0;2730317;2730317;0;0;0;1;1;15;25;60;123;101;40;
330455705290063;1;0;2959828;2959828;0;0;1;3;12;25;14;36;80;85;7;
330455705290064;1;0;2266550;2266550;0;0;1;1;3;19;8;22;60;57;3;
330455705290065;1;0;2861359;2861359;0;0;1;4;9;27;13;24;64;60;11;
330455705290066;1;0;1809754;1809754;0;1;0;1;4;9;8;17;73;94;15;
330455705290067;1;0;3168720;3168720;0;0;0;0;4;5;6;9;32;70;0;
330455705290068;1;0;3515354;3515354;0;0;0;4;1;8;6;16;49;101;5;
330455705290069;1;0;1881725;1881725;0;0;0;0;0;4;7;34;83;69;1;
330455705290070;1;0;3308214;3308214;0;0;0;0;4;20;16;43;121;93;14;
330455705290071;1;0;2982907;2982907;0;0;0;0;0;14;21;45;141;100;5;
330455705290072;1;0;2959898;2959898;0;0;0;1;2;13;16;37;117;110;14;
330455705290073;1;0;3571977;3571977;0;0;0;0;0;2;9;25;106;87;2;
330455705290074;1;0;1359802;1359802;0;0;0;0;1;7;12;26;47;26;2;
330455705290075;1;0;1561750;1561750;0;0;0;0;0;11;13;31;58;38;3;
330455705290076;1;0;2595149;2595149;0;0;0;1;6;18;42;67;102;54;14;
330455705290077;1;0;1856010;1856010;0;0;0;0;2;9;18;52;70;48;4;
330455705290078;1;0;1730680;1730680;0;0;0;0;0;9;8;37;87;43;2;
330455705290079;1;0;3826532;3826532;0;0;0;0;2;8;10;26;124;79;3;
330455705290080;1;0;3379158;3379158;0;0;0;1;7;26;20;63;128;91;3;
330455705290081;1;0;1748682;1748682;0;0;0;0;1;7;17;34;71;49;2;
330455705290082;1;0;1525992;1525992;0;0;0;0;3;5;15;33;62;53;4;
330455705290083;1;0;1835974;1835974;0;0;2;0;1;8;16;31;75;44;1;
330455705290084;1;0;3188408;3188408;0;0;0;0;3;11;20;45;117;84;6;
330455705290085;1;0;3681260;3681260;0;0;0;0;0;9;8;34;116;155;25;
330455705290086;1;0;3606701;3606701;0;0;0;0;0;7;11;59;143;102;9;
330455705290087;1;0;884110;884110;0;0;1;0;3;3;2;11;21;25;14;
330455705290088;1;0;3262348;3262348;0;0;0;1;0;6;4;26;102;63;4;
330455705290089;1;0;4247517;4247517;0;0;0;0;0;4;4;42;126;134;20;
330455705290090;1;0;4686132;4686132;0;0;0;1;2;8;12;40;117;150;8;
330455705290091;1;0;2937140;2937140;0;0;0;1;0;13;20;45;104;85;13;
330455705290092;1;0;4895875;4895875;0;0;0;2;2;6;7;21;54;127;145;
330455705290093;1;0;3057263;3057263;0;0;0;1;2;9;16;38;132;101;4;
330455705290094;1;0;1555730;1555730;0;0;0;0;0;3;2;14;65;96;1;
330455705290095;1;0;1646600;1646600;0;0;0;0;2;2;1;9;25;43;112;
330455705290096;1;0;3505972;3505972;0;0;0;1;5;9;12;26;91;76;63;
330455705290097;1;0;1710775;1710775;0;0;0;2;1;19;11;35;60;59;5;
330455705290098;1;0;6293311;6293311;0;0;0;0;0;5;5;32;165;174;4;
330455705290099;1;0;3240540;3240540;0;3;5;1;2;2;1;12;37;74;4;
330455705290100;1;0;4076404;4076404;0;0;0;0;2;3;5;18;61;122;4;
330455705290101;1;0;2775878;2775878;0;0;0;1;1;4;6;20;62;86;3;
330455705290102;1;0;3457261;3457261;0;0;0;2;1;2;7;14;49;71;5;
330455705290103;1;0;2704684;2704684;0;0;0;1;1;3;5;22;63;73;30;
330455705290104;1;0;5430903;5430903;0;0;0;0;1;6;10;51;154;164;6;
330455705290105;1;0;6188734;6188734;0;0;0;1;6;19;21;70;212;187;17;
330455705290106;1;0;1328200;1328200;0;0;0;0;0;10;11;29;66;58;6;
330455705290107;1;0;2948608;2948608;0;0;0;0;4;12;16;39;108;133;10;
330455705290108;1;0;1133994;1133994;0;0;0;0;1;3;11;32;51;46;4;
330455705290109;1;0;1579457;1579457;0;0;0;0;2;10;12;40;65;72;3;
330455705290110;1;0;1374777;1374777;0;0;2;3;3;11;8;19;64;56;9;
330455705290111;1;0;865902;865902;0;0;0;0;5;7;9;25;55;43;1;
330455705290112;1;0;1040759;1040759;0;0;0;0;6;8;5;23;53;52;2;
330455705290113;1;0;1351923;1351923;0;0;1;1;10;4;5;26;68;48;8;
330455705290114;1;0;1284646;1284646;0;1;1;4;13;21;32;73;115;44;9;
330455705290115;1;0;1145307;1145307;0;0;0;2;3;11;13;24;53;58;1;
330455705290116;1;0;5681765;5681765;0;0;0;5;12;9;8;23;63;107;3;
330455705290117;1;0;2040147;2040147;0;0;1;2;9;20;14;27;62;44;2;
330455705290118;1;0;2358227;2358227;0;2;0;0;6;26;21;42;83;62;83;
330455705290119;1;0;3205362;3205362;0;0;0;1;3;15;22;41;104;97;6;
330455705290120;1;0;4335462;4335462;0;0;0;1;4;18;12;58;120;137;10;
330455705290121;1;0;839330;839330;0;0;0;0;2;9;6;12;38;21;2;
330455705290122;1;0;3944025;3944025;0;0;0;0;4;15;21;45;76;100;0;
330455705290123;1;1;1765375;1765375;0;0;0;8;15;29;23;28;66;34;6;
330455705290124;1;0;2509426;2509426;0;3;0;1;4;10;22;48;98;54;2;
330455705290125;1;0;8283295;8283295;0;17;20;3;11;18;27;88;193;231;9;
330455705290126;1;0;1545310;1545310;0;0;0;3;7;8;2;8;8;35;8;
330455705290128;1;0;2450548;2450548;0;0;0;0;0;3;5;15;55;68;3;
330455705290129;1;0;1438435;1438435;0;0;3;0;2;3;14;32;63;61;7;
330455705290130;1;0;2527103;2527103;0;0;0;0;1;6;16;83;97;58;2;
330455705290131;1;0;4193869;4193869;0;0;0;0;0;7;14;51;105;155;35;
330455705290132;1;0;1658191;1658191;0;0;0;1;2;9;8;35;87;56;3;
330455705290133;1;0;2155163;2155163;0;0;0;0;3;3;13;20;55;47;4;
330455705290134;1;0;1407667;1407667;0;0;0;0;2;8;13;29;53;56;6;
330455705290135;1;0;2784011;2784011;0;1;3;3;3;5;9;25;71;109;3;
330455705290136;1;0;2143238;2143238;0;0;0;1;1;11;16;37;75;73;7;
330455705290137;1;0;3962737;3962737;0;0;0;2;4;8;14;50;117;120;4;
330455705290138;1;0;2709400;2709400;0;0;0;3;4;10;10;32;83;67;10;
330455705290139;1;0;1819911;1819911;0;0;1;1;10;6;7;18;61;66;8;
330455705290140;1;0;2059014;2059014;0;0;0;4;8;10;15;30;83;72;9;
330455705290141;1;0;1976010;1976010;0;0;0;3;4;3;7;40;98;63;5;
330455705290142;1;0;2369333;2369333;0;0;0;4;9;7;10;27;72;75;0;
330455705290143;1;0;1642482;1642482;0;0;0;0;3;5;4;14;41;72;5;
330455705290144;1;0;878678;878678;0;0;0;1;4;1;6;13;27;38;3;
330455705290145;1;0;15563224;15563224;0;1;0;0;3;7;5;21;89;284;12;
330455705290146;1;0;361702;361702;0;0;0;0;0;1;1;2;17;16;2;
330455705290147;1;0;975436;975436;0;0;0;0;1;2;6;13;41;49;16;
330455705290148;1;0;1329993;1329993;0;0;0;0;1;2;3;19;39;44;0;
330455705290149;1;0;713242;713242;0;0;0;0;2;4;2;6;24;37;4;
330455705290150;1;0;2851188;2851188;0;0;0;0;2;12;14;36;55;108;55;
330455705290151;1;0;2295069;2295069;0;0;1;1;4;14;33;48;100;51;13;
330455705290152;1;0;3548393;3548393;0;0;0;4;6;14;9;23;86;96;5;
330455705290153;1;0;4562788;4562788;0;0;0;1;2;7;15;45;139;91;19;
330455705290154;1;0;847727;847727;0;0;0;1;5;10;13;17;40;30;5;
330455705290155;1;0;1328470;1328470;0;0;0;1;5;7;6;28;39;40;2;
330455705290156;1;0;1718415;1718415;0;0;0;2;4;11;10;24;47;53;3;
330455705290157;1;0;1254188;1254188;0;0;0;1;7;5;9;15;44;24;7;
330455705290158;1;0;982550;982550;0;0;1;0;2;12;5;19;38;33;11;
330455705290159;1;0;3019330;3019330;0;0;0;0;2;3;6;23;55;96;1;
330455705290160;1;0;838573;838573;0;0;0;1;0;0;3;7;21;18;3;
330455705290161;1;0;1802505;1802505;0;0;0;0;3;5;5;17;53;47;1;
330455705290162;1;0;3136330;3136330;0;1;1;0;8;15;13;45;85;102;6;
330455705290163;1;0;1462426;1462426;0;1;0;9;5;12;17;21;39;33;25;
330455705290164;1;0;3395040;3395040;0;0;0;2;8;13;11;25;78;122;20;
330455705290165;1;0;3996859;3996859;0;0;0;2;5;9;5;13;53;98;2;
330455705290166;1;0;4852965;4852965;0;0;0;2;8;9;13;52;114;118;52;
330455705290167;1;0;2728497;2728497;0;0;0;0;2;8;9;31;72;64;15;
